Unique Identifier (SKU),Title,Cost,Product Type,Delivery time,Pictures,Bullet points,Details,Options,URL,Reviews,Seller,Category,Inventory,Special Offer,Fulfillment,Date
49088706,Debrox Earwax Removal Aid Kit 0.5 oz (Pack of 6),47.32,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/cadd7f5f-ba57-469e-8675-33b656b180b6_1.69038ed2eabbd69d18d4f649eecbce0e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Debrox'}, {'name': 'Assembled Product Weight', 'value': '0.48 Pounds'}]",,https://www.walmart.com/ip/Debrox-Earwax-Removal-Aid-Kit-0.5-oz-Pack-of-6/49088706,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Ear Care,105,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49088713,Australian Dream Back Pain Cream 2 oz (Pack of 4),79.09,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d91d387c-d750-42c3-b708-8303e70c3bf4_1.b9403e9091e21b55261d161b9475fbde.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Australian Dream'}, {'name': 'Assembled Product Weight', 'value': '1 Pounds'}]",,https://www.walmart.com/ip/Australian-Dream-Back-Pain-Cream-2-oz-Pack-of-4/49088713,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,25,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49088867,"Fiber Choice Fruity Bites Natural Fiber, Assorted Flavors  90 ea (Pack of 4)",58.5,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6e6ca50e-7b86-4f83-a8c9-63b89f052101_1.d377bf2715a63b871bf1571c9373e464.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Fiber Choice'}, {'name': 'Assembled Product Weight', 'value': '3 Pounds'}]",,https://www.walmart.com/ip/Fiber-Choice-Fruity-Bites-Natural-Fiber-Assorted-Flavors-90-ea-Pack-of-4/49088867,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,11,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49089126,Motrin IB Pain Reliever/Fever Reducer Liquid Gels 120 ea (Pack of 3),51.55,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/0c1fffc7-627c-4720-8b5b-7455ef4806bf_1.5c570e02df9d8731e2d29c9504574541.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Motrin'}, {'name': 'Assembled Product Weight', 'value': '1.26 Pounds'}]",,https://www.walmart.com/ip/Motrin-IB-Pain-Reliever-Fever-Reducer-Liquid-Gels-120-ea-Pack-of-3/49089126,29,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,24,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49097624,"Unisom Nighttime Sleep Aid Liquid, Cherry 12 oz (Pack of 6)",50.47,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/c554f69a-a7fb-49b0-a4b2-6518a6177911_1.00153d89569bb05ceac9dfbfb232b122.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Unisom'}, {'name': 'Assembled Product Weight', 'value': '5.28 Pounds'}]",,https://www.walmart.com/ip/Unisom-Nighttime-Sleep-Aid-Liquid-Cherry-12-oz-Pack-of-6/49097624,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Sleep & Snoring Aids,10,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49098079,Preparation H Hemorrhoidal Suppositories 12 ea (Pack of 6),50.31,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/3c28032d-3948-4b82-9c0a-d312bc46251c_1.6338752f646ac7f70a649ddda7e758d9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Preparation H'}, {'name': 'Assembled Product Weight', 'value': '1.2 Pounds'}]",,https://www.walmart.com/ip/Preparation-H-Hemorrhoidal-Suppositories-12-ea-Pack-of-6/49098079,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,121,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49159407,"Benefiber Non-Thickening Powder, Sugar Free 8.70 oz (Pack of 4)",57.86,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6f23c4c1-494b-442e-96e3-bc7d6ca19c6d_1.6b3225b625537fa4a30ba943dca6b653.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Benefiber'}, {'name': 'Assembled Product Weight', 'value': '2.56 Pounds'}]",,https://www.walmart.com/ip/Benefiber-Non-Thickening-Powder-Sugar-Free-8.3-oz-Pack-of-4/49159407,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,40,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49174377,"Neutrogena Hydro Boost Eye Gel-Cream, 0.5 oz (Pack of 4)",72.06,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/de759355-33d8-459e-a7fc-9bb32b6f08fe_1.5395880afca71a758f374f32c19e45c5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Neutrogena'}, {'name': 'Assembled Product Weight', 'value': '0.4 Pounds'}]",,https://www.walmart.com/ip/Neutrogena-Hydro-Boost-Eye-Gel-Cream-0.5-oz-Pack-of-4/49174377,14,Pharmapacks,Home Page/Beauty/Skin Care/Facial Treatments,3,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49197759,FUTURO Deluxe Wrist Stabilizer Left Hand Small-Medium 1 Each (Pack of 4),89.09,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d2f89360-44f2-4f99-9f5c-d2d975cd1d52_1.4d977d34edc60a3ce1117129a13290f2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Futuro'}, {'name': 'Assembled Product Weight', 'value': '2.24 Pounds'}]",,https://www.walmart.com/ip/FUTURO-Deluxe-Wrist-Stabilizer-Left-Hand-Small-Medium-1-Each-Pack-of-4/49197759,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Braces & Supports,6,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49254108,"Zicam Gentle Allergy Relief Nasal Swabs with Cooling Menthol, 15 ea (Pack of 6)",61.92,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/2df1cb7a-56e9-4c30-ae73-e82c7c94f22e_1.cc21ba10c62fd87b93a69e71571c33d2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Zicam'}, {'name': 'Assembled Product Weight', 'value': '0.66 Pounds'}]",,https://www.walmart.com/ip/Zicam-Gentle-Allergy-Relief-Nasal-Swabs-with-Cooling-Menthol-15-ea-Pack-of-6/49254108,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,37,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49254212,Gas-X Chewables Extra Strength Cherry Creme Tablets 48 ea (Pack of 4),38.87,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/a8c0829e-c5ec-404f-a305-734625c2e8fc_1.9c60d027fba3bcec1f24fdc43650b270.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Gas-X'}, {'name': 'Assembled Product Weight', 'value': '0.52 Pounds'}]",,https://www.walmart.com/ip/Gas-X-Chewables-Extra-Strength-Cherry-Creme-Tablets-48-ea-Pack-of-4/49254212,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49254308,Ayr Saline Nasal Neti Pot Kit 1 Each (Pack of 6),57.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/5c282b4c-b4dd-489a-b6af-eef3287018a9_1.51a096ac756f2087b9b86eb85d5c6e76.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Ayr'}, {'name': 'Assembled Product Weight', 'value': '7.20 Pounds'}]",,https://www.walmart.com/ip/Ayr-Saline-Nasal-Neti-Pot-Kit-1-Each-Pack-of-6/49254308,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",3,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49301031,"Flonase Allergy Relief Nasal Spray, 0.54 fl oz, (Pack of 2)",39.59,PACKS OF,2-Day Shipping,"['https://i5.walmartimages.com/asr/1ad41c1e-c01c-47b8-8c48-a5c0a234a800_1.fd1c588ca147944868e8cf1b9210d923.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF', 'https://i5.walmartimages.com/asr/555f706c-f795-48a7-af94-66052397a99e_1.24dff4736614241ec3a8e7ad81a7435a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF']","<li>Full prescription strength</li><li>Non-drowsy</li><li>24-hour relief of nasal congestion, runny nose, itchy nose, sneezing, more</li>","[{'name': 'Capacity', 'value': '2 - 0.54 fl oz (15.8 ml) each [0.108 fl oz (31.6 ml)]'}, {'name': 'Duration', 'value': 'NOT STATED'}, {'name': 'Count', 'value': '2'}, {'name': 'Size', 'value': '2 - 0.54 fl oz (15.8 ml) each [0.108 fl oz (31.6 ml)]'}, {'name': 'Form', 'value': 'Sprays'}, {'name': 'Manufacturer Part Number', 'value': '20143'}, {'name': 'Container Type', 'value': 'CARDED'}, {'name': 'Model', 'value': '20143'}, {'name': 'Brand', 'value': 'Flonase'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '1.88 x 5.53 x 4.97 Inches'}]",,https://www.walmart.com/ip/Flonase-Allergy-Relief-Nasal-Spray-Twin-Pack-0.54-fl-oz-2-count/49301031,206,Walmart.com,Home Page/Health/Medicine Cabinet/Allergy,158,,"{u's2SDisplayFlags': [u'PICKUP_TODAY'], u'isS2H': True, u'isPUT': True, u'isSOI': False, u'isS2S': True}",2017-03-02 17:45:12
49409507,Divertigo Liquid Drops 5 ml (Pack of 4),65.55,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/fc18d57f-68c1-4a06-9c07-cc3a71969267_1.cf9917cacb918c996d6d2b3f898ebc68.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'divertigo'}, {'name': 'Assembled Product Weight', 'value': '0.48 Pounds'}]",,https://www.walmart.com/ip/Divertigo-Liquid-Drops-5-ml-Pack-of-4/49409507,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",22,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49410020,"Bausch + Lomb Ocuvite Eye Health Formula, 30 ea (Pack of 6)",56.8,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7cd15761-e46f-4ead-ab9c-c3b6b49053a2_1.9800ba854dac94751bf31c743b81d8f6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Bausch + Lomb'}, {'name': 'Assembled Product Weight', 'value': '1.8 Pounds'}]",,https://www.walmart.com/ip/Bausch-Lomb-Ocuvite-Eye-Health-Formula-30-ea-Pack-of-6/49410020,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,14,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49532821,Sport Aid Neoprene Slip-On Ankle Support Small 1 Each (Pack of 6),70.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/790e644c-f839-400f-a7c0-291b3c3637e4_1.c19258828295ed3d7a06e5811338afcd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Free Shipping</li><li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Sport Aid'}, {'name': 'Assembled Product Weight', 'value': '2.52 Pounds'}]",,https://www.walmart.com/ip/Sport-Aid-Neoprene-Slip-On-Ankle-Support-Small-1-Each-Pack-of-6/49532821,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Braces & Supports,2,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49546002,DocuSol Mini Enemas 5 ea (Pack of 4),58.88,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6999dc71-89be-4a2f-ab32-ead6a669ff29_1.568e8f73818347b1106836f187898f86.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Docusol'}]",,https://www.walmart.com/ip/DocuSol-Mini-Enemas-5-ea-Pack-of-4/49546002,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,22,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49546180,DocuSol Mini Enemas 5 ea (Pack of 6),87,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7bb0f5b6-9fe1-45d4-b527-8d42800becd8_1.568e8f73818347b1106836f187898f86.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Docusol'}, {'name': 'Assembled Product Weight', 'value': '0.75 Pounds'}]",,https://www.walmart.com/ip/DocuSol-Mini-Enemas-5-ea-Pack-of-6/49546180,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,15,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49575280,Sport Aid Hernia Belt LG 1 Each (Pack of 3),73.63,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/a2560e30-eaa9-41b2-ae71-479df532d4e9_1.1da54ca0a4692906806e57d83920cb02.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Sport Aid'}, {'name': 'Assembled Product Weight', 'value': '1.44 Pounds'}]",,https://www.walmart.com/ip/Sport-Aid-Hernia-Belt-LG-1-Each-Pack-of-3/49575280,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Braces & Supports,2,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49602237,Spenco RX ThinSole Orthotics 3/4 Length #3 1 Pair (Pack of 4),86.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/5213395a-c6cc-4986-9c59-130dc75e7a90_1.8cca287439dbf4961736ceeeedeb4494.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Spenco'}, {'name': 'Assembled Product Weight', 'value': '1.4 Pounds'}]",,https://www.walmart.com/ip/Spenco-RX-ThinSole-Orthotics-3-4-Length-3-1-Pair-Pack-of-4/49602237,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,1,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49647918,REFRESH LACRI-LUBE Lubricant Eye Ointment 7 g (Pack of 4),87.4,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/a96775c0-9921-4842-a004-3675b9048193_1.1f869960ed39ec4747edbee0d389dd11.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'manufacturer_part_number', 'value': 'LACRI-LUBE'}, {'name': 'Brand', 'value': 'Refresh'}, {'name': 'Assembled Product Weight', 'value': '0.15 Pounds'}]",,https://www.walmart.com/ip/REFRESH-LACRI-LUBE-Lubricant-Eye-Ointment-7-g-Pack-of-4/49647918,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,41,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
49680084,Luvena Prebiotic Enhanced Personal Lubricant 1.30 oz (Pack of 6),59.86,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/e0f00450-2e05-49a9-bb3a-53500e4d5864_1.43ffb53c9947256423be08cc89132a48.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Luvena'}, {'name': 'Assembled Product Weight', 'value': '1.02 Pounds'}]",,https://www.walmart.com/ip/Luvena-Prebiotic-Enhanced-Personal-Lubricant-1.30-oz-Pack-of-6/49680084,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Sexual Wellness,34,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50023720,"Scytera Foam 2% Canister, Coal Tar 100 g (Pack of 3)",95.82,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/99ff8b0e-8d01-4af3-b1f4-c66072a518a5_1.50590f6eac7f42810466400833672726.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Scytera'}]",,https://www.walmart.com/ip/Scytera-Foam-2-Canister-Coal-Tar-100-g-Pack-of-3/50023720,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Skin Treatments,1,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50441119,Mucinex Sinus-Max Pressure & Pain Caplets 20 ea (Pack of 3),42.45,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7970fc1a-7971-4e2a-9a7b-04683a8a5612_1.8933f0fafdda35768d6a4eb3d422e37b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Mucinex</li><li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'Mucinex'}, {'name': 'Assembled Product Weight', 'value': '0.21 Pounds'}]",,https://www.walmart.com/ip/Mucinex-Sinus-Max-Pressure-Pain-Caplets-20-ea-Pack-of-3/50441119,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",45,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50461923,Cortizone-10  Feminine Relief Anti-Itch Creme 1 oz (Pack of 4),24.31,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d961f8ed-ac46-4a91-9057-1abdd5b63660_1.71bd65b973bac81c3ff556c9fadfc36f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Cortizone-10'}, {'name': 'Assembled Product Weight', 'value': '0.72 Pounds'}]",,https://www.walmart.com/ip/Cortizone-10-Feminine-Relief-Anti-Itch-Creme-1-oz-Pack-of-4/50461923,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,20,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50462089,TYLENOL PM Extra Strength Pain Reliever/Nighttime Sleep Aid Caplets 100 ea (Pack of 4),53.04,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/b6ab7f93-965f-4118-91ef-74a8488bdc56_1.62d394cafc0bbd4fd3c273094716cb4e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'TYLENOL'}, {'name': 'Assembled Product Weight', 'value': '0.64 Pounds'}]",,https://www.walmart.com/ip/TYLENOL-PM-Extra-Strength-Pain-Reliever-Nighttime-Sleep-Aid-Caplets-100-ea-Pack-of-4/50462089,39,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50463524,TYLENOL PM Extra Strength Pain Reliever/Nighttime Sleep Aid Caplets 100 ea (Pack of 6),75.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/a0967267-c5ef-4c6c-8a8d-8a97d3d8dd2f_1.1dad62e526642ee83c50cbd8bcf42977.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'TYLENOL'}, {'name': 'Assembled Product Weight', 'value': '0.96 Pounds'}]",,https://www.walmart.com/ip/TYLENOL-PM-Extra-Strength-Pain-Reliever-Nighttime-Sleep-Aid-Caplets-100-ea-Pack-of-6/50463524,39,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50463995,TYLENOL PM Extra Strength Pain Reliever/Nighttime Sleep Aid Caplets 100 ea (Pack of 3),39.04,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/cef2f8f9-e0d1-4256-87a0-0bc54285a0fb_1.62d394cafc0bbd4fd3c273094716cb4e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Brand', 'value': 'TYLENOL'}, {'name': 'Assembled Product Weight', 'value': '0.48 Pounds'}]",,https://www.walmart.com/ip/TYLENOL-PM-Extra-Strength-Pain-Reliever-Nighttime-Sleep-Aid-Caplets-100-ea-Pack-of-3/50463995,39,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50649907,Nose Better Natural Mist Moisturizing Spray 1 oz (Pack of 4),52.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/18d3d49a-1afb-4b90-8d01-821ee3bf9de2_1.986c8f928a5cb524c895480c3e2e912e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Nose Better</li><li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Nose Better'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '4.55 x 1.25 x 2.25 Inches'}]",,https://www.walmart.com/ip/Nose-Better-Natural-Mist-Moisturizing-Spray-1-oz-Pack-of-4/50649907,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,12,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50649980,"Zicam Cold Remedy RapidMelts with Echinacea, Lemon-Lime 25 ea (Pack of 6)",67.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/6659c992-3652-4b56-9672-81bcd9947a0e_1.b2d230a53c0755df746ff0807da0ff16.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Zicam'}, {'name': 'Assembled Product Weight', 'value': '0.84 Pounds'}]",,https://www.walmart.com/ip/Zicam-Cold-Remedy-RapidMelts-with-Echinacea-Lemon-Lime-25-ea-Pack-of-6/50649980,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",41,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
50650394,K-Y Ultra Gel Personal Lubricant 4.50 oz (Pack of 4),39.5,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/757b845d-09f7-43d9-8e1b-aedbbfe57863_1.a4f95703cf8291928eee77ba5a00e70c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'manufacturer_part_number', 'value': 'K-Y'}, {'name': 'Brand', 'value': 'K-Y'}, {'name': 'Assembled Product Weight', 'value': '1.64 Pounds'}]",,https://www.walmart.com/ip/K-Y-Ultra-Gel-Personal-Lubricant-4.50-oz-Pack-of-4/50650394,25,Pharmapacks,Home Page/Health/Medicine Cabinet/Sexual Wellness,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
